free_running_period_hours,free_running_order_parameter,entrainment_angle_degrees,pre_shift_raw_phase_error_percent,post_shift_raw_phase_error_percent,pre_shift_lock_residual_percent,post_shift_lock_residual_percent,reentrainment_time_hours,post_shift_reduction_error_percent,reduction_euler_vs_rk45_mean_percent,reduction_euler_vs_rk45_max_percent
24.222957325114752,0.9994184698938545,55.801273517002905,13.851896280054115,15.762022851378902,1.9610358893457251,3.8566107378236327,25.666666666666657,2.5487376307514773,0.04057217387178935,0.09755939523862577
